"date.time"	"day"	"horse"	"searchedfor"
2014-03-14 16:00:00	"4"	"Minella Stars"	FALSE
2014-03-14 16:00:00	"4"	"Ockey De Neulliac"	FALSE
2014-03-14 16:00:00	"4"	"On The Fringe"	FALSE
2014-03-14 16:00:00	"4"	"Oscar Delta"	FALSE
2014-03-14 16:00:00	"4"	"Pearlysteps"	FALSE
2014-03-14 16:00:00	"4"	"Ravethebrave"	FALSE
2014-03-14 16:00:00	"4"	"Shy John"	FALSE
2014-03-14 16:00:00	"4"	"Tammys Hill"	FALSE
2014-03-14 16:00:00	"4"	"That's Rhythm"	FALSE
2014-03-14 16:00:00	"4"	"The Hollinwell"	FALSE
2014-03-14 16:00:00	"4"	"Lucette Annie"	FALSE
2014-03-14 16:40:00	"4"	"Virak"	FALSE
2014-03-14 16:40:00	"4"	"Rum And Butter"	FALSE
2014-03-14 16:40:00	"4"	"Don Poli"	FALSE
2014-03-14 16:40:00	"4"	"Caid Du Berlais"	FALSE
2014-03-14 16:40:00	"4"	"Local Hero"	FALSE
2014-03-14 16:40:00	"4"	"Une Artiste"	FALSE
2014-03-14 16:40:00	"4"	"Carlito Brigante"	FALSE
2014-03-14 16:40:00	"4"	"Ruacana"	FALSE
2014-03-14 16:40:00	"4"	"The Skyfarmer"	FALSE
2014-03-14 16:40:00	"4"	"Vieux Lion Rouge"	FALSE
2014-03-14 16:40:00	"4"	"Dolatulo"	FALSE
2014-03-14 16:40:00	"4"	"Princely Player"	FALSE
2014-03-14 16:40:00	"4"	"Shantou Magic"	FALSE
2014-03-14 16:40:00	"4"	"Junction Fourteen"	FALSE
2014-03-14 16:40:00	"4"	"Hazy Tom"	FALSE
2014-03-14 16:40:00	"4"	"Full Shift"	FALSE
2014-03-14 16:40:00	"4"	"Leo Luna"	FALSE
2014-03-14 16:40:00	"4"	"Open Day"	FALSE
2014-03-14 16:40:00	"4"	"Urbain De Sivola"	FALSE
2014-03-14 16:40:00	"4"	"Thomas Crapper"	FALSE
2014-03-14 16:40:00	"4"	"The Disengager"	FALSE
2014-03-14 16:40:00	"4"	"Art Professor"	FALSE
2014-03-14 16:40:00	"4"	"Royal Regatta"	FALSE
2014-03-14 16:40:00	"4"	"One Lucky Lady"	FALSE
2014-03-14 17:15:00	"4"	"French Opera"	FALSE
2014-03-14 17:15:00	"4"	"Oiseau De Nuit"	FALSE
2014-03-14 17:15:00	"4"	"Raya Star"	FALSE
2014-03-14 17:15:00	"4"	"Easter Meteor"	FALSE
2014-03-14 17:15:00	"4"	"Mr Mole"	FALSE
2014-03-14 17:15:00	"4"	"Savello"	FALSE
2014-03-14 17:15:00	"4"	"Eastlake"	FALSE
2014-03-14 17:15:00	"4"	"Drumshambo"	FALSE
2014-03-14 17:15:00	"4"	"Viva Colonia"	FALSE
2014-03-14 17:15:00	"4"	"Tanks For That"	FALSE
2014-03-14 17:15:00	"4"	"Astracad"	FALSE
2014-03-14 17:15:00	"4"	"Next Sensation"	FALSE
2014-03-14 17:15:00	"4"	"Claret Cloak"	FALSE
2014-03-14 17:15:00	"4"	"Oscar Hill"	FALSE
2014-03-14 17:15:00	"4"	"His Excellency"	FALSE
2014-03-14 17:15:00	"4"	"Dare Me"	FALSE
2014-03-14 17:15:00	"4"	"Lancetto"	FALSE
2014-03-14 17:15:00	"4"	"Competitive Edge"	FALSE
2014-03-14 17:15:00	"4"	"Anquetta"	FALSE
2014-03-14 17:15:00	"4"	"Passage Vendome"	FALSE
2014-03-14 17:15:00	"4"	"Ned Buntline"	FALSE
2014-03-14 17:15:00	"4"	"Changing The Guard"	FALSE
2014-03-14 17:15:00	"4"	"Shooters Wood"	FALSE
2014-03-14 17:15:00	"4"	"Lucky Landing"	FALSE
